date,day_of_week,week_label,source_file,space_type,lot_type,location,time_of_day,available_spaces
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P504,12:00 PM,1
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P504,2:00 PM,1
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P506,8:00 AM,2
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P506,10:00 AM,2
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P506,12:00 PM,1
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P506,2:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P507,8:00 AM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P507,10:00 AM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P507,12:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P507,2:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P508,8:00 AM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P508,10:00 AM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P508,12:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P508,2:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P510,8:00 AM,4
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P510,10:00 AM,2
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P510,12:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P510,2:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P602,8:00 AM,7
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P602,10:00 AM,2
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P602,12:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P602,2:00 PM,1
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P603,8:00 AM,22
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P603,10:00 AM,12
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P603,12:00 PM,5
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P603,2:00 PM,12
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P703,8:00 AM,9
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P703,10:00 AM,10
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P703,12:00 PM,8
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P703,2:00 PM,9
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P752,8:00 AM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P752,10:00 AM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P752,12:00 PM,0
2025-09-25,Thursday,Week0,Parking_Occupancy_Fall_2025_Week0_Thursday.csv,Visitor,,P752,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,Structure,8980,8:00 AM,27
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,Structure,8980,10:00 AM,24
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,Structure,8980,12:00 PM,24
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,Structure,8980,2:00 PM,23
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Athena,8:00 AM,178
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Athena,10:00 AM,117
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Athena,12:00 PM,106
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Athena,2:00 PM,102
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Campus Point East,8:00 AM,102
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Campus Point East,10:00 AM,69
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Campus Point East,12:00 PM,36
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Campus Point East,2:00 PM,39
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Campus Point West,8:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Campus Point West,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Campus Point West,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Campus Point West,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Gilman,8:00 AM,341
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Gilman,10:00 AM,219
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Gilman,12:00 PM,133
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Gilman,2:00 PM,142
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Hopkins,8:00 AM,251
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Hopkins,10:00 AM,217
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Hopkins,12:00 PM,144
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Hopkins,2:00 PM,146
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Pangea,8:00 AM,53
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Pangea,10:00 AM,71
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Pangea,12:00 PM,51
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Pangea,2:00 PM,40
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Scholars,8:00 AM,317
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Scholars,10:00 AM,287
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Scholars,12:00 PM,230
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,Scholars,2:00 PM,178
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,South,8:00 AM,434
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,South,10:00 AM,255
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,South,12:00 PM,165
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,South,2:00 PM,203
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,TDLLN,8:00 AM,178
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,TDLLN,10:00 AM,142
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,TDLLN,12:00 PM,93
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,TDLLN,2:00 PM,108
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,Surface Lot,P201,8:00 AM,5
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,Surface Lot,P201,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,Surface Lot,P201,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,Surface Lot,P201,2:00 PM,2
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P206,8:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P206,10:00 AM,15
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P206,12:00 PM,7
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P206,2:00 PM,8
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P351,8:00 AM,3
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P351,10:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P351,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P351,2:00 PM,4
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P402,8:00 AM,4
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P402,10:00 AM,3
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P402,12:00 PM,3
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P402,2:00 PM,3
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P414,8:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P414,10:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P414,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P414,2:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P503,8:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P503,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P503,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P503,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P506,8:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P506,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P506,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P506,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P508,8:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P508,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P508,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P508,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P510,8:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P510,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P510,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P510,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P602,8:00 AM,33
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P602,10:00 AM,16
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P602,12:00 PM,29
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P602,2:00 PM,16
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P603,8:00 AM,20
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P603,10:00 AM,7
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P603,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P603,2:00 PM,2
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P610,8:00 AM,45
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P610,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P610,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P610,2:00 PM,5
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P706,8:00 AM,6
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P706,10:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P706,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P706,2:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P759,8:00 AM,2
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P759,10:00 AM,2
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P759,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,A,,P759,2:00 PM,3
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,Structure,8980,8:00 AM,24
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,Structure,8980,10:00 AM,13
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,Structure,8980,12:00 PM,8
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,Structure,8980,2:00 PM,19
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Athena,8:00 AM,213
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Athena,10:00 AM,118
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Athena,12:00 PM,110
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Athena,2:00 PM,121
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Gilman,8:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Gilman,10:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Gilman,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Gilman,2:00 PM,7
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Hopkins,8:00 AM,262
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Hopkins,10:00 AM,538
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Hopkins,12:00 PM,361
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Hopkins,2:00 PM,177
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Mesa Canyon,8:00 AM,43
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Mesa Canyon,10:00 AM,21
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Mesa Canyon,12:00 PM,34
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Mesa Canyon,2:00 PM,51
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Pangea,8:00 AM,97
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Pangea,10:00 AM,62
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Pangea,12:00 PM,25
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Pangea,2:00 PM,18
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Scholars,8:00 AM,95
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Scholars,10:00 AM,7
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Scholars,12:00 PM,4
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Scholars,2:00 PM,4
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,South,8:00 AM,221
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,South,10:00 AM,2
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,South,12:00 PM,14
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,South,2:00 PM,75
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,TDLLN,8:00 AM,221
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,TDLLN,10:00 AM,127
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,TDLLN,12:00 PM,87
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,TDLLN,2:00 PM,95
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Torrey Pines Center North,8:00 AM,105
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Torrey Pines Center North,10:00 AM,92
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Torrey Pines Center North,12:00 PM,75
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Torrey Pines Center North,2:00 PM,74
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Torrey Pines Center South,8:00 AM,56
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Torrey Pines Center South,10:00 AM,45
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Torrey Pines Center South,12:00 PM,37
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,Torrey Pines Center South,2:00 PM,39
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,Surface Lot,P001,8:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,Surface Lot,P001,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,Surface Lot,P001,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,Surface Lot,P001,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P002,8:00 AM,27
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P002,10:00 AM,24
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P002,12:00 PM,13
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P002,2:00 PM,18
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P003,8:00 AM,51
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P003,10:00 AM,22
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P003,12:00 PM,10
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P003,2:00 PM,21
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P006,8:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P006,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P006,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P006,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P007,8:00 AM,17
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P007,10:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P007,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P007,2:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P008,8:00 AM,10
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P008,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P008,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P008,2:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P010,8:00 AM,16
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P010,10:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P010,12:00 PM,2
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P010,2:00 PM,3
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P011,8:00 AM,13
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P011,10:00 AM,6
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P011,12:00 PM,3
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P011,2:00 PM,3
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P012,8:00 AM,9
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P012,10:00 AM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P012,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P012,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P013,8:00 AM,9
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P013,10:00 AM,27
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P013,12:00 PM,1
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P013,2:00 PM,5
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P014,8:00 AM,70
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P014,10:00 AM,14
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P014,12:00 PM,12
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P014,2:00 PM,16
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P032,8:00 AM,7
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P032,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P032,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P032,2:00 PM,2
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P206,8:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P206,10:00 AM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P206,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P206,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P303,8:00 AM,78
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P303,10:00 AM,16
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P303,12:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P303,2:00 PM,0
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P304,8:00 AM,55
2025-10-03,Friday,Week1,Parking_Occupancy_Fall_2025_Week1_Friday.csv,B,,P304,10:00 AM,48
